"","age","animal.Alive","animal.Background","animal.Cage","animal.Cause_of_Death","animal.Death","animal.Gender","animal.Genotype","animal.MouseID","animal.age","animal.id","animal.strain.Strain","assay.assay","experiment.date","experiment.feeding_state","id","values","experiment.fasting_time","experiment.time","Treatment","Weight","Start.Age","Week"
"3859",117,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-06-04","fed",8378,"33800",NA,NA,"Saline",33.8,68,7
"3860",124,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-06-11","fed",8520,"35900",NA,NA,"Saline",35.9,68,8
"3861",131,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-06-18","fed",8752,"37700",NA,NA,"Saline",37.7,68,9
"3862",138,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-06-25","fed",8930,"38800",NA,NA,"Saline",38.8,68,10
"3863",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-07-02","fed",9280,"41500",NA,NA,"Saline",41.5,68,11
"3864",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-07-02","fed",9439,"41200",NA,NA,"Saline",41.2,68,11
"3865",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9543,"17000",NA,NA,"Saline",17,68,11
"3866",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Lean Mass","2014-07-02","fed",9647,"23140",NA,NA,"Saline",23.14,68,11
"3867",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-07-09","fed",9710,"41600",NA,NA,"Saline",41.6,68,12
"3868",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-07-09","fed",9780,"41400",NA,NA,"Saline",41.4,68,12
"3869",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9794,"17180",NA,NA,"Saline",17.18,68,12
"3870",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Lean Mass","2014-07-09","fed",9808,"22840",NA,NA,"Saline",22.84,68,12
"3871",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Body Weight","2014-07-10","fasted",9816,"38870",14,NA,"Saline",38.87,68,12
"3872",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9830,"15580",14,NA,"Saline",15.58,68,12
"3873",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","290",153,6085,"C57BL/6J","Lean Mass","2014-07-10","fasted",9844,"21010",14,NA,"Saline",21.01,68,12
"3877",34,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-03-13","fed",6455,"19970",NA,NA,"Saline",19.97,68,-5
"3878",68,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-04-16","fed",7079,"25000",NA,NA,"Saline",25,68,0
"3879",75,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-04-23","fed",7141,"26400",NA,"16:00:00","Saline",26.4,68,1
"3880",83,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-05-01","fed",7391,"29000",NA,NA,"Saline",29,68,2
"3881",89,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-05-07","fed",7636,"31100",NA,NA,"Saline",31.1,68,3
"3882",96,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-05-14","fed",7805,"33200",NA,NA,"Saline",33.2,68,4
"3883",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-05-21","fed",7955,"34600",NA,NA,"Saline",34.6,68,5
"3884",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8068,"12200",NA,NA,"Saline",12.2,68,5
"3885",103,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Lean Mass","2014-05-21","fed",8082,"21090",NA,NA,"Saline",21.09,68,5
"3886",110,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-05-28","fed",8238,"36200",NA,NA,"Saline",36.2,68,6
"3887",117,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-06-04","fed",8381,"37300",NA,NA,"Saline",37.3,68,7
"3888",124,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-06-11","fed",8523,"39100",NA,NA,"Saline",39.1,68,8
"3889",131,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-06-18","fed",8755,"40400",NA,NA,"Saline",40.4,68,9
"3890",138,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-06-25","fed",8933,"41100",NA,NA,"Saline",41.1,68,10
"3891",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-07-02","fed",9283,"43000",NA,NA,"Saline",43,68,11
"3892",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-07-02","fed",9442,"43100",NA,NA,"Saline",43.1,68,11
"3893",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9546,"17800",NA,NA,"Saline",17.8,68,11
"3894",145,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Lean Mass","2014-07-02","fed",9650,"24360",NA,NA,"Saline",24.36,68,11
"3895",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-07-09","fed",9713,"43900",NA,NA,"Saline",43.9,68,12
"3896",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-07-09","fed",9782,"43700",NA,NA,"Saline",43.7,68,12
"3897",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9796,"17920",NA,NA,"Saline",17.92,68,12
"3898",152,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Lean Mass","2014-07-09","fed",9810,"24430",NA,NA,"Saline",24.43,68,12
"3899",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Body Weight","2014-07-10","fasted",9814,"41300",14,NA,"Saline",41.3,68,12
"3900",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9828,"17290",14,NA,"Saline",17.29,68,12
"3901",153,FALSE,"C57BL/6J",144008,"Sacrificed","2014-07-10","M","+/+","297",153,6086,"C57BL/6J","Lean Mass","2014-07-10","fasted",9842,"22780",14,NA,"Saline",22.78,68,12
"3905",37,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-03-13","fed",6456,"18170",NA,NA,"Saline",18.17,71,-5
"3906",71,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-04-16","fed",7071,"22700",NA,NA,"Saline",22.7,71,0
"3907",78,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-04-23","fed",7133,"23300",NA,"16:00:00","Saline",23.3,71,1
"3908",86,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-05-01","fed",7383,"24700",NA,NA,"Saline",24.7,71,2
"3909",92,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-05-07","fed",7628,"27600",NA,NA,"Saline",27.6,71,3
"3910",99,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-05-14","fed",7797,"29100",NA,NA,"Saline",29.1,71,4
"3911",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-05-21","fed",7947,"29800",NA,NA,"Saline",29.8,71,5
"3912",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8060,"9240",NA,NA,"Saline",9.24,71,5
"3913",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Lean Mass","2014-05-21","fed",8074,"19500",NA,NA,"Saline",19.5,71,5
"3914",113,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-05-28","fed",8230,"33000",NA,NA,"Saline",33,71,6
"3915",120,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-06-04","fed",8373,"34200",NA,NA,"Saline",34.2,71,7
"3916",127,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-06-11","fed",8515,"34600",NA,NA,"Saline",34.6,71,8
"3917",134,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-06-18","fed",8688,"36300",NA,NA,"Saline",36.3,71,9
"3918",141,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-06-25","fed",8925,"37200",NA,NA,"Saline",37.2,71,10
"3919",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-07-02","fed",9275,"41000",NA,NA,"Saline",41,71,11
"3920",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-07-02","fed",9448,"41000",NA,NA,"Saline",41,71,11
"3921",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9548,"17000",NA,NA,"Saline",17,71,11
"3922",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Lean Mass","2014-07-02","fed",9652,"22790",NA,NA,"Saline",22.79,71,11
"3923",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-07-09","fed",9705,"40800",NA,NA,"Saline",40.8,71,12
"3924",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-07-09","fed",9776,"43500",NA,NA,"Saline",43.5,71,12
"3925",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9790,"17010",NA,NA,"Saline",17.01,71,12
"3926",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Lean Mass","2014-07-09","fed",9804,"22350",NA,NA,"Saline",22.35,71,12
"3927",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Body Weight","2014-07-10","fasted",9822,"38550",14,NA,"Saline",38.55,71,12
"3928",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9836,"16410",14,NA,"Saline",16.41,71,12
"3929",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","277",156,6087,"C57BL/6J","Lean Mass","2014-07-10","fasted",9850,"20870",14,NA,"Saline",20.87,71,12
"3933",37,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-03-13","fed",6457,"19480",NA,NA,"Saline",19.48,71,-5
"3934",71,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-04-16","fed",7075,"24600",NA,NA,"Saline",24.6,71,0
"3935",78,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-04-23","fed",7137,"27400",NA,"16:00:00","Saline",27.4,71,1
"3936",86,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-05-01","fed",7387,"29200",NA,NA,"Saline",29.2,71,2
"3937",92,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-05-07","fed",7632,"31800",NA,NA,"Saline",31.8,71,3
"3938",99,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-05-14","fed",7801,"33100",NA,NA,"Saline",33.1,71,4
"3939",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-05-21","fed",7951,"35700",NA,NA,"Saline",35.7,71,5
"3940",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8064,"13280",NA,NA,"Saline",13.28,71,5
"3941",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Lean Mass","2014-05-21","fed",8078,"21080",NA,NA,"Saline",21.08,71,5
"3942",113,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-05-28","fed",8234,"38000",NA,NA,"Saline",38,71,6
"3943",120,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-06-04","fed",8377,"38100",NA,NA,"Saline",38.1,71,7
"3944",127,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-06-11","fed",8519,"39200",NA,NA,"Saline",39.2,71,8
"3945",134,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-06-18","fed",8751,"39800",NA,NA,"Saline",39.8,71,9
"3946",141,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-06-25","fed",8929,"41200",NA,NA,"Saline",41.2,71,10
"3947",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-07-02","fed",9279,"43100",NA,NA,"Saline",43.1,71,11
"3948",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-07-02","fed",9447,"42900",NA,NA,"Saline",42.9,71,11
"3949",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9552,"18000",NA,NA,"Saline",18,71,11
"3950",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Lean Mass","2014-07-02","fed",9656,"23820",NA,NA,"Saline",23.82,71,11
"3951",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-07-09","fed",9709,"43100",NA,NA,"Saline",43.1,71,12
"3952",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-07-09","fed",9777,"42700",NA,NA,"Saline",42.7,71,12
"3953",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9791,"18130",NA,NA,"Saline",18.13,71,12
"3954",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Lean Mass","2014-07-09","fed",9805,"23410",NA,NA,"Saline",23.41,71,12
"3955",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Body Weight","2014-07-10","fasted",9823,"40650",14,NA,"Saline",40.65,71,12
"3956",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9837,"17350",14,NA,"Saline",17.35,71,12
"3957",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","300",156,6088,"C57BL/6J","Lean Mass","2014-07-10","fasted",9851,"22280",14,NA,"Saline",22.28,71,12
"3961",37,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-03-13","fed",6458,"20660",NA,NA,"Saline",20.66,71,-5
"3962",71,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-04-16","fed",7074,"25400",NA,NA,"Saline",25.4,71,0
"3963",78,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-04-23","fed",7136,"28600",NA,"16:00:00","Saline",28.6,71,1
"3964",86,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-05-01","fed",7386,"29400",NA,NA,"Saline",29.4,71,2
"3965",92,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-05-07","fed",7631,"32900",NA,NA,"Saline",32.9,71,3
"3966",99,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-05-14","fed",7800,"33900",NA,NA,"Saline",33.9,71,4
"3967",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-05-21","fed",7950,"34900",NA,NA,"Saline",34.9,71,5
"3968",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8063,"12680",NA,NA,"Saline",12.68,71,5
"3969",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Lean Mass","2014-05-21","fed",8077,"21460",NA,NA,"Saline",21.46,71,5
"3970",113,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-05-28","fed",8233,"38300",NA,NA,"Saline",38.3,71,6
"3971",120,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-06-04","fed",8376,"39200",NA,NA,"Saline",39.2,71,7
"3972",127,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-06-11","fed",8518,"40200",NA,NA,"Saline",40.2,71,8
"3973",134,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-06-18","fed",8749,"42000",NA,NA,"Saline",42,71,9
"3974",141,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-06-25","fed",8928,"43500",NA,NA,"Saline",43.5,71,10
"3975",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-07-02","fed",9278,"45500",NA,NA,"Saline",45.5,71,11
"3976",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-07-02","fed",9446,"45100",NA,NA,"Saline",45.1,71,11
"3977",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Total Fat Mass","2014-07-02","fed",9549,"18800",NA,NA,"Saline",18.8,71,11
"3978",148,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Lean Mass","2014-07-02","fed",9653,"25050",NA,NA,"Saline",25.05,71,11
"3979",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-07-09","fed",9708,"45300",NA,NA,"Saline",45.3,71,12
"3980",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-07-09","fed",9773,"45000",NA,NA,"Saline",45,71,12
"3981",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Total Fat Mass","2014-07-09","fed",9787,"18850",NA,NA,"Saline",18.85,71,12
"3982",155,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Lean Mass","2014-07-09","fed",9801,"24660",NA,NA,"Saline",24.66,71,12
"3983",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Body Weight","2014-07-10","fasted",9820,"42540",14,NA,"Saline",42.54,71,12
"3984",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Total Fat Mass","2014-07-10","fasted",9834,"17980",14,NA,"Saline",17.98,71,12
"3985",156,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","281",156,6089,"C57BL/6J","Lean Mass","2014-07-10","fasted",9848,"23110",14,NA,"Saline",23.11,71,12
"3989",37,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-03-13","fed",6459,"18800",NA,NA,"Saline",18.8,71,-5
"3990",71,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-04-16","fed",7073,"26800",NA,NA,"Saline",26.8,71,0
"3991",78,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-04-23","fed",7135,"28700",NA,"16:00:00","Saline",28.7,71,1
"3992",86,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-05-01","fed",7385,"30300",NA,NA,"Saline",30.3,71,2
"3993",92,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-05-07","fed",7630,"33700",NA,NA,"Saline",33.7,71,3
"3994",99,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-05-14","fed",7799,"35700",NA,NA,"Saline",35.7,71,4
"3995",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-05-21","fed",7949,"36100",NA,NA,"Saline",36.1,71,5
"3996",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Total Fat Mass","2014-05-21","fed",8062,"13420",NA,NA,"Saline",13.42,71,5
"3997",106,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Lean Mass","2014-05-21","fed",8076,"21120",NA,NA,"Saline",21.12,71,5
"3998",113,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-05-28","fed",8232,"39000",NA,NA,"Saline",39,71,6
"3999",120,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-06-04","fed",8375,"40200",NA,NA,"Saline",40.2,71,7
"4000",127,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-06-11","fed",8517,"41400",NA,NA,"Saline",41.4,71,8
"4001",134,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-06-18","fed",8748,"42500",NA,NA,"Saline",42.5,71,9
"4002",141,FALSE,"C57BL/6J",144000,"Sacrificed","2014-07-10","M","+/+","279",156,6090,"C57BL/6J","Body Weight","2014-06-25","fed",8927,"43300",NA,NA,"Saline",43.3,71,10
